o_coral_cover,o_region,o_region_sub,o_jurisdiction,o_habitat,o_ocean,o_lat,o_long,o_depth,o_human_pop50,o_land_area50,o_storm_30yr,o_l_att_mean,o_l_att_sd,o_npp_mean,o_npp_sd,o_sst_mean,o_sst_sd,o_wave_mean,o_wave_sd
0,STT,STT,USVI,HARD,CARIB,18.400734,-64.946519,23.9268,11.3412352,5.723105781,2,0.04324491,0.011384156,874.7698921,163.5208244,27.51108,1.164560861,3.183665575,2.248835072
4,STT,STT,USVI,HARD,CARIB,18.403108,-64.935189,19.5072,11.34331083,5.688621743,2,0.04324491,0.011384156,906.9930781,188.1701189,27.51108,1.164560861,3.069064277,2.186844553
4,STT,STT,USVI,PTRF,CARIB,18.284297,-64.891309,20.2692,11.34386756,5.710387,2,0.03475896,0.00626099,697.9278734,86.68925456,27.63992,1.127544678,1.835185568,0.446884262
0,STT,STT,USVI,PTRF,CARIB,18.294407,-64.919319,26.3652,11.34149637,5.759632869,2,0.03887776,0.007726578,713.2216043,88.55145922,27.68251,1.140417029,1.728700926,0.41416265
14,STT,STT,USVI,PTRF,CARIB,18.306116,-64.967213,16.4592,11.33655815,5.792419269,2,0.04047891,0.008803408,753.4690926,90.81053173,27.68211,1.142614108,0.026296623,0.028306932
3,STT,STT,USVI,PVMT,CARIB,18.300258,-65.009233,22.5552,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
2,STT,STT,USVI,PVMT,CARIB,18.301226,-65.003097,23.0124,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
0,STT,STT,USVI,PVMT,CARIB,18.306721,-64.814937,24.8412,11.35840972,5.667699591,2,0.04237083,0.007615773,688.7285707,85.92433525,27.56386,1.15271202,1.03965402,0.397835345
0.99009901,STT,STT,USVI,PVMT,CARIB,18.306784,-64.808316,20.8788,11.35840972,5.667699591,2,0.04237083,0.007615773,688.7285707,85.92433525,27.56386,1.15271202,1.03965402,0.397835345
1.98019802,STT,STT,USVI,PVMT,CARIB,18.312556,-64.999444,23.3172,11.33065991,5.824219862,2,0.04047891,0.008803408,864.2282054,110.6401664,27.68211,1.142614108,1.005052261,0.352226484
4,STT,STT,USVI,AGRF,CARIB,18.33487,-64.84692,5.0292,11.36277677,5.694728344,1,0.04509606,0.009899495,697.9278734,86.68925456,27.40891,1.184015625,0.013934838,0.018290881
1.98019802,STT,STT,USVI,PTRF,CARIB,18.29162,-64.88145,20.4216,11.34386756,5.710387,2,0.03475896,0.00626099,697.9278734,86.68925456,27.63992,1.127544678,1.835185568,0.446884262
0,STT,STT,USVI,PVMT,CARIB,18.314795,-65.001361,24.8412,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
13,STT,STT,USVI,PVMT,CARIB,18.362803,-64.854789,17.6784,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
9,STT,STT,USVI,PVMT,CARIB,18.363791,-64.892173,13.8684,11.35439856,5.708322122,2,0.04287594,0.00969536,906.9930781,188.1701189,27.1844,1.327427964,0.075674236,0.050169562
8.24742268,STT,STT,USVI,PVMT,CARIB,18.369041,-64.997255,13.8684,11.31111523,5.791241648,2,0.04257857,0.009262829,935.014537,144.0615135,27.55897,1.165486594,1.691461133,1.052165417
16,STT,STT,USVI,PVMT,CARIB,18.376238,-64.956652,17.9832,11.33995208,5.760922075,2,0.04324491,0.011384156,874.7698921,163.5208244,27.51108,1.164560861,2.420245962,1.651750976
1,STT,STT,USVI,PVMT,CARIB,18.39104,-64.966755,17.8308,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
4,STT,STT,USVI,PVMT,CARIB,18.393392,-64.913315,16.4592,11.34331083,5.688621743,2,0.04515779,0.011744531,906.9930781,188.1701189,27.50453,1.1545956,3.069064277,2.186844553
12,STT,STT,USVI,PVMT,CARIB,18.412837,-64.911164,28.0416,11.34331083,5.688621743,2,0.04515779,0.011744531,906.9930781,188.1701189,27.50453,1.1545956,3.069064277,2.186844553
1,STT,STT,USVI,SCR,CARIB,18.294024,-64.820007,22.2504,11.35269803,5.685148634,2,0.04237083,0.007615773,670.5336482,89.50669997,27.56386,1.15271202,2.105908876,0.549416988
11,STT,STT,USVI,AGRF,CARIB,18.279342,-64.889837,11.5824,11.34386756,5.710387,2,0.03475896,0.00626099,697.9278734,86.68925456,27.63992,1.127544678,1.835185568,0.446884262
2,STT,STT,USVI,PTRF,CARIB,18.30177,-64.99412,21.0312,11.33065991,5.824219862,2,0.04047891,0.008803408,864.2282054,110.6401664,27.68211,1.142614108,1.005052261,0.352226484
2,STT,STT,USVI,AGRF,CARIB,18.307603,-64.997968,10.668,11.33065991,5.824219862,2,0.04047891,0.008803408,864.2282054,110.6401664,27.68211,1.142614108,1.005052261,0.352226484
3,STT,STT,USVI,AGRF,CARIB,18.371143,-64.968895,3.3528,11.33995208,5.760922075,2,0.04257857,0.009262829,874.7698921,163.5208244,27.55897,1.165486594,2.420245962,1.651750976
2,STT,STT,USVI,AGRF,CARIB,18.402064,-64.904421,2.7432,11.34331083,5.688621743,2,0.04515779,0.011744531,906.9930781,188.1701189,27.50453,1.1545956,3.069064277,2.186844553
14.58333333,STT,STT,USVI,BDRK,CARIB,18.358162,-65.043488,2.286,11.32858187,5.803067013,2,0.04584248,0.008544004,986.672059,138.0054693,27.57844,1.136640664,0.028370935,0.02618501
20,STT,STT,USVI,BDRK,CARIB,18.393294,-64.967254,10.668,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
26,STT,STT,USVI,BDRK,CARIB,18.395532,-64.969172,11.2776,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
20,STT,STT,USVI,BDRK,CARIB,18.400888,-64.975384,10.8204,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
19,STT,STT,USVI,HARD,CARIB,18.366723,-65.002906,10.668,11.31111523,5.791241648,2,0.0438988,0.008502941,935.014537,144.0615135,27.57844,1.136640664,1.691461133,1.052165417
10.1010101,STT,STT,USVI,HARD,CARIB,18.413788,-64.906443,8.9916,11.34331083,5.688621743,2,0.04515779,0.011744531,906.9930781,188.1701189,27.50453,1.1545956,3.069064277,2.186844553
19,STT,STT,USVI,PTRF,CARIB,18.346501,-64.858872,7.62,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
1,STT,STT,USVI,PTRF,CARIB,18.3073,-64.89487,13.4112,11.35137078,5.715051343,2,0.03872642,0.007099296,697.9278734,86.68925456,27.65406,1.174170345,1.143472297,0.287155403
10,STT,STT,USVI,PVMT,CARIB,18.310695,-64.961116,11.7348,11.33655815,5.792419269,2,0.04047891,0.008803408,753.4690926,90.81053173,27.68211,1.142614108,0.026296623,0.028306932
3,STT,STT,USVI,PVMT,CARIB,18.356876,-64.860403,6.858,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
3,STT,STT,USVI,PVMT,CARIB,18.357048,-64.888788,7.0104,11.35439856,5.708322122,1,0.04287594,0.00969536,906.9930781,188.1701189,27.1844,1.327427964,0.075674236,0.050169562
3,STT,STT,USVI,PVMT,CARIB,18.364325,-65.016123,10.0584,11.31111523,5.791241648,2,0.0438988,0.008502941,935.014537,144.0615135,27.57844,1.136640664,1.691461133,1.052165417
1,STT,STT,USVI,PVMT,CARIB,18.365136,-64.938077,5.4864,11.34175748,5.711737101,1,0.04213604,0.009596874,906.9930781,188.1701189,27.26781,1.216543875,2.945966546,2.075796939
6.12244898,STT,STT,USVI,PVMT,CARIB,18.365578,-64.939028,6.096,11.34175748,5.711737101,1,0.04213604,0.009596874,906.9930781,188.1701189,27.26781,1.216543875,2.945966546,2.075796939
5,STT,STT,USVI,PVMT,CARIB,18.383279,-64.97471,4.2672,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
4,STT,STT,USVI,PVMT,CARIB,18.393402,-64.912369,6.5532,11.34331083,5.688621743,2,0.04515779,0.011744531,906.9930781,188.1701189,27.50453,1.1545956,3.069064277,2.186844553
1,STT,STT,USVI,SCR,CARIB,18.311618,-65.002744,12.8016,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
1,STT,STT,USVI,SCR,CARIB,18.327605,-64.941915,2.286,11.34137766,5.740879081,2,0.03887776,0.007726578,713.2216043,88.55145922,27.68251,1.140417029,0.125571407,0.050975837
13,STT,STT,USVI,PTRF,CARIB,18.30703,-64.96628,16.1544,11.33655815,5.792419269,2,0.04047891,0.008803408,753.4690926,90.81053173,27.68211,1.142614108,0.026296623,0.028306932
0,STT,STT,USVI,SCR,CARIB,18.370512,-64.942395,10.0584,11.34175748,5.711737101,1,0.04213604,0.009596874,906.9930781,188.1701189,27.26781,1.216543875,2.945966546,2.075796939
0,STT,STT,USVI,HARD,CARIB,18.348778,-64.857005,17.8308,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
0,STT,STT,USVI,PVMT,CARIB,18.300362,-64.999304,28.3464,11.33065991,5.824219862,2,0.04047891,0.008803408,864.2282054,110.6401664,27.68211,1.142614108,1.005052261,0.352226484
0,STT,STT,USVI,SCR,CARIB,18.305266,-65.005508,13.4112,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
23,STT,STT,USVI,AGRF,CARIB,18.382299,-64.938269,10.668,11.34331083,5.688621743,1,0.04324491,0.011384156,906.9930781,188.1701189,27.51108,1.164560861,3.069064277,2.186844553
4.95049505,STT,STT,USVI,BDRK,CARIB,18.348695,-64.865518,0.6096,11.35439856,5.708322122,2,0.04509606,0.009899495,906.9930781,188.1701189,27.40891,1.184015625,0.075674236,0.050169562
6,STT,STT,USVI,PTRF,CARIB,18.346506,-64.858399,6.4008,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
20,STT,STT,USVI,PVMT,CARIB,18.379764,-64.965208,5.334,11.3412352,5.723105781,2,0.04286997,0.011038342,874.7698921,163.5208244,27.47083,1.165771418,3.183665575,2.248835072
8.910891089,STX,ESTX,USVI,PTRF,CARIB,17.795797,-64.608328,12.192,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
18.81188119,STX,ESTX,USVI,PVMT,CARIB,17.778719,-64.597329,15.8496,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
2.02020202,STT,STT,USVI,BDRK,CARIB,18.34548,-65.00408,10.5156,11.31111523,5.791241648,2,0.0438988,0.008502941,935.014537,144.0615135,27.57844,1.136640664,1.691461133,1.052165417
8.080808081,STX,ESTX,USVI,PVMT,CARIB,17.779067,-64.610064,13.8684,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
0,STX,ESTX,USVI,PVMT,CARIB,17.779814,-64.628934,14.3256,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
9.900990099,STX,ESTX,USVI,PVMT,CARIB,17.780383,-64.614792,14.7828,10.81408209,5.405388462,3,0.04150485,0.010872212,670.0646147,143.9224922,27.66761,1.136014525,5.986522103,2.146149476
0,STX,ESTX,USVI,PVMT,CARIB,17.781083,-64.63932,12.4968,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
6,STX,ESTX,USVI,PVMT,CARIB,17.787919,-64.577131,14.9352,10.81408209,5.405388462,3,0.04120135,0.009924717,686.473736,152.4758423,27.71751,1.123530596,6.691655671,2.277404468
4,STX,ESTX,USVI,PVMT,CARIB,17.790178,-64.577151,17.6784,10.81408209,5.405388462,3,0.04120135,0.009924717,686.473736,152.4758423,27.71751,1.123530596,6.691655671,2.277404468
0.99009901,STX,ESTX,USVI,BDRK,CARIB,17.789773,-64.626666,1.8288,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
3,STX,ESTX,USVI,PVMT,CARIB,17.791066,-64.579046,17.0688,10.81408209,5.405388462,3,0.04120135,0.009924717,686.473736,152.4758423,27.71751,1.123530596,6.691655671,2.277404468
1,STX,ESTX,USVI,PVMT,CARIB,17.794715,-64.574833,18.288,10.81408209,5.405388462,3,0.03975443,0.00981835,686.473736,152.4758423,27.67528,1.113762991,6.691655671,2.277404468
2,STX,ESTX,USVI,PVMT,CARIB,17.799106,-64.590435,12.8016,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
20,STT,STT,USVI,BDRK,CARIB,18.35051,-65.04056,12.954,11.32858187,5.803067013,2,0.0438988,0.008502941,986.672059,138.0054693,27.57844,1.136640664,0.028370935,0.02618501
1,STX,ESTX,USVI,PVMT,CARIB,17.800887,-64.593753,14.1732,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
12.87128713,STX,ESTX,USVI,PVMT,CARIB,17.807847,-64.626358,14.478,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
8,STX,ESTX,USVI,SCR,CARIB,17.781905,-64.594527,11.8872,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
0,STX,ESTX,USVI,SCR,CARIB,17.80369,-64.637168,22.2504,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
8,STX,ESTX,USVI,AGRF,CARIB,17.792059,-64.623386,1.3716,10.81408209,5.405388462,3,0.04013147,0.008270429,670.0646147,143.9224922,27.66239,1.09793488,5.986522103,2.146149476
2,STX,ESTX,USVI,AGRF,CARIB,17.792947,-64.62528,3.048,10.81408209,5.405388462,3,0.03751256,0.007395945,670.0646147,143.9224922,27.69345,1.111820129,5.986522103,2.146149476
2,STX,ESTX,USVI,PTRF,CARIB,17.782793,-64.596422,10.0584,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
13.26530612,STX,ESTX,USVI,PTRF,CARIB,17.785457,-64.602104,10.3632,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
16,STX,ESTX,USVI,PTRF,CARIB,17.786809,-64.602588,11.5824,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
2,STX,ESTX,USVI,PTRF,CARIB,17.791225,-64.614889,9.7536,10.81408209,5.405388462,3,0.04150485,0.010872212,670.0646147,143.9224922,27.66761,1.136014525,5.986522103,2.146149476
10.1010101,STT,STT,USVI,BDRK,CARIB,18.37408,-64.99069,26.2128,11.31111523,5.791241648,2,0.04257857,0.009262829,935.014537,144.0615135,27.55897,1.165486594,1.691461133,1.052165417
12,STX,ESTX,USVI,PTRF,CARIB,17.79306,-64.611604,10.9728,10.81408209,5.405388462,3,0.04013147,0.008270429,686.473736,152.4758423,27.66239,1.09793488,6.691655671,2.277404468
6,STX,ESTX,USVI,PTRF,CARIB,17.796557,-64.625784,10.3632,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
2,STX,ESTX,USVI,PTRF,CARIB,17.80063,-64.624878,4.4196,10.81408209,5.405388462,3,0.04013147,0.008270429,673.0101774,145.0326239,27.66239,1.09793488,6.291751416,2.273372878
10,STX,ESTX,USVI,PTRF,CARIB,17.801986,-64.62489,5.6388,10.81408209,5.405388462,3,0.04013147,0.008270429,673.0101774,145.0326239,27.66239,1.09793488,6.291751416,2.273372878
7,STX,ESTX,USVI,PVMT,CARIB,17.786892,-64.646918,9.7536,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
13.86138614,STX,ESTX,USVI,PVMT,CARIB,17.78777,-64.595523,9.144,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
1,STX,ESTX,USVI,PVMT,CARIB,17.790913,-64.597909,8.8392,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
7,STX,ESTX,USVI,PVMT,CARIB,17.793183,-64.596514,7.62,10.81408209,5.405388462,3,0.04013147,0.008270429,686.473736,152.4758423,27.66239,1.09793488,6.691655671,2.277404468
0,STX,ESTX,USVI,PVMT,CARIB,17.793363,-64.629528,4.8768,10.81408209,5.405388462,3,0.03751256,0.007395945,670.0646147,143.9224922,27.69345,1.111820129,5.986522103,2.146149476
40.4040404,STX,ESTX,USVI,PTRF,CARIB,17.777399,-64.593073,17.526,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
0.961538462,STT,STT,USVI,PVMT,CARIB,18.30289,-64.83713,14.1732,11.36277677,5.694728344,2,0.041239,0.00752994,697.9278734,86.68925456,27.65676,1.154544932,0.013934838,0.018290881
2,STX,ESTX,USVI,PVMT,CARIB,17.79857,-64.600806,7.3152,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
5,STX,ESTX,USVI,PVMT,CARIB,17.798733,-64.635708,9.144,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
6,STX,ESTX,USVI,PVMT,CARIB,17.799504,-64.597042,9.7536,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
2,STX,ESTX,USVI,PVMT,CARIB,17.8001,-64.634306,7.0104,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
3,STX,ESTX,USVI,PVMT,CARIB,17.802176,-64.601782,10.8204,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
6.862745098,STX,ESTX,USVI,PVMT,CARIB,17.802909,-64.62254,4.572,10.81408209,5.405388462,3,0.04013147,0.008270429,673.0101774,145.0326239,27.66239,1.09793488,6.291751416,2.273372878
1,STX,ESTX,USVI,PVMT,CARIB,17.803037,-64.606978,10.8204,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
7.070707071,STX,ESTX,USVI,PVMT,CARIB,17.80347,-64.60934,9.4488,10.81408209,5.405388462,3,0.04013147,0.008270429,691.3088084,163.3666843,27.66239,1.09793488,7.017854457,2.453149457
3,STX,ESTX,USVI,PVMT,CARIB,17.806503,-64.624931,11.1252,10.81408209,5.405388462,3,0.04013147,0.008270429,673.0101774,145.0326239,27.66239,1.09793488,6.291751416,2.273372878
11,STX,ESTX,USVI,PTRF,CARIB,17.784488,-64.610113,13.5636,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
1,STT,STT,USVI,PVMT,CARIB,18.3106,-64.83484,14.3256,11.36277677,5.694728344,2,0.041239,0.00752994,697.9278734,86.68925456,27.65676,1.154544932,0.013934838,0.018290881
4.901960784,STX,ESTX,USVI,PVMT,CARIB,17.80736,-64.630599,10.668,10.81408209,5.405388462,3,0.03751256,0.007395945,673.0101774,145.0326239,27.69345,1.111820129,6.291751416,2.273372878
0,STX,ESTX,USVI,SCR,CARIB,17.783738,-64.645946,9.7536,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
4,STX,ESTX,USVI,SCR,CARIB,17.78421,-64.643593,9.7536,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
0,STX,ESTX,USVI,SCR,CARIB,17.784445,-64.6153,1.524,10.81408209,5.405388462,3,0.04150485,0.010872212,670.0646147,143.9224922,27.66761,1.136014525,5.986522103,2.146149476
18,STX,ESTX,USVI,SCR,CARIB,17.789619,-64.590351,8.6868,10.81408209,5.405388462,3,0.04150485,0.010872212,686.473736,152.4758423,27.66761,1.136014525,6.691655671,2.277404468
10,STX,ESTX,USVI,PTRF,CARIB,17.791747,-64.606405,13.716,10.81408209,5.405388462,3,0.04013147,0.008270429,686.473736,152.4758423,27.66239,1.09793488,6.691655671,2.277404468
9.803921569,STX,ESTX,USVI,PTRF,CARIB,17.795287,-64.615397,13.2588,10.81408209,5.405388462,3,0.04013147,0.008270429,670.0646147,143.9224922,27.66239,1.09793488,5.986522103,2.146149476
14,STX,ESTX,USVI,AGRF,CARIB,17.716215,-64.560475,24.6888,10.81408209,5.405388462,3,0.03516158,0.007886698,637.1684919,135.8187867,27.73414,1.094441867,7.387484941,2.434595348
2,STX,ESTX,USVI,PVMT,CARIB,17.696478,-64.653633,13.716,10.81408209,5.405388462,2,0.03543565,0.007523297,615.1307475,115.9391671,27.77545,1.102061251,4.007921944,1.024009704
2.06185567,STX,ESTX,USVI,PVMT,CARIB,17.699346,-64.634805,19.5072,10.81408209,5.405388462,3,0.03543565,0.007523297,606.6248908,116.958372,27.77545,1.102061251,4.937259343,1.368890171
12,STT,STT,USVI,PVMT,CARIB,18.27758,-64.88509,15.8496,11.34386756,5.710387,2,0.03475896,0.00626099,697.9278734,86.68925456,27.63992,1.127544678,1.835185568,0.446884262
1,STX,ESTX,USVI,PVMT,CARIB,17.709966,-64.60709,21.9456,10.81408209,5.405388462,3,0.0368096,0.008467585,621.4589579,122.7753068,27.76189,1.103333132,6.037274659,1.804380566
0,STX,ESTX,USVI,PVMT,CARIB,17.712564,-64.620783,19.5072,10.81408209,5.405388462,3,0.0368096,0.008467585,646.9986219,126.2088618,27.76189,1.103333132,5.100454068,1.487830847
1,STX,ESTX,USVI,PVMT,CARIB,17.713008,-64.62173,19.2024,10.81408209,5.405388462,3,0.0368096,0.008467585,646.9986219,126.2088618,27.76189,1.103333132,5.100454068,1.487830847
0.99009901,STX,ESTX,USVI,PVMT,CARIB,17.718136,-64.602448,20.4216,10.81408209,5.405388462,3,0.0368096,0.008467585,627.7023715,134.4004635,27.76189,1.103333132,6.308207892,2.0046005
0,STX,ESTX,USVI,PVMT,CARIB,17.726072,-64.570932,23.1648,10.81408209,5.405388462,3,0.03516158,0.007886698,627.7023715,134.4004635,27.73414,1.094441867,6.308207892,2.0046005
7,STX,ESTX,USVI,PVMT,CARIB,17.727427,-64.570944,23.0124,10.81408209,5.405388462,3,0.03516158,0.007886698,627.7023715,134.4004635,27.73414,1.094441867,6.308207892,2.0046005
6,STX,ESTX,USVI,PVMT,CARIB,17.73563,-64.562058,21.9456,10.81408209,5.405388462,3,0.03516158,0.007886698,637.1684919,135.8187867,27.73414,1.094441867,7.387484941,2.434595348
6,STX,ESTX,USVI,PVMT,CARIB,17.74259,-64.539015,21.0312,10.81408209,5.405388462,3,0.03500409,0.007880355,637.1684919,135.8187867,27.73414,1.094441867,7.387484941,2.434595348
1,STX,ESTX,USVI,PVMT,CARIB,17.749829,-64.537662,22.86,10.81408209,5.405388462,3,0.03500409,0.007880355,637.1684919,135.8187867,27.73414,1.094441867,7.387484941,2.434595348
19,STX,ESTX,USVI,PVMT,CARIB,17.753182,-64.513172,15.6972,10.81408209,5.405388462,3,0.03705965,0.009121403,637.1684919,135.8187867,27.72336,1.11083077,7.969362452,2.68896442
4,STT,STT,USVI,AGRF,CARIB,18.35381,-64.85091,8.8392,11.36884722,5.713646386,2,0.04509606,0.009899495,902.435941,190.0473427,27.40891,1.184015625,0.982251185,0.596792478
6,STT,STT,USVI,PVMT,CARIB,18.29657,-64.8834,17.0688,11.35137078,5.715051343,2,0.03872642,0.007099296,697.9278734,86.68925456,27.65406,1.174170345,1.143472297,0.287155403
30,STX,ESTX,USVI,PVMT,CARIB,17.773851,-64.527965,28.956,0,5.405388462,3,0.03705965,0.009121403,638.9965552,137.3413799,27.72336,1.11083077,8.023987335,2.706937952
0.99009901,STX,ESTX,USVI,PVMT,CARIB,17.775353,-64.566647,24.384,10.81408209,5.405388462,3,0.04120135,0.009924717,663.1263475,144.0571229,27.71751,1.123530596,7.549561879,2.531784643
5,STX,ESTX,USVI,PVMT,CARIB,17.783507,-64.563888,23.1648,10.81408209,5.405388462,3,0.04120135,0.009924717,663.1263475,144.0571229,27.71751,1.123530596,7.549561879,2.531784643
22,STX,ESTX,USVI,PVMT,CARIB,17.791456,-64.530001,23.7744,10.81408209,5.405388462,3,0.03705965,0.009121403,663.1263475,144.0571229,27.72336,1.11083077,7.549561879,2.531784643
5,STX,ESTX,USVI,PVMT,CARIB,17.796183,-64.560697,18.4404,10.81408209,5.405388462,3,0.03975443,0.00981835,688.6542358,158.4171954,27.67528,1.113762991,7.674924035,2.591911779
0,STX,ESTX,USVI,SCR,CARIB,17.712875,-64.637756,13.1064,10.81408209,5.405388462,3,0.0378526,0.008105554,646.9986219,126.2088618,27.778,1.141183158,5.100454068,1.487830847
0,STX,ESTX,USVI,SCR,CARIB,17.769856,-64.57603,20.4216,10.81408209,5.405388462,3,0.04120135,0.009924717,686.473736,152.4758423,27.71751,1.123530596,6.691655671,2.277404468
3,STX,ESTX,USVI,AGRF,CARIB,17.765232,-64.643891,1.8288,10.81408209,5.405388462,3,0.03885926,0.008438009,670.0646147,143.9224922,27.6534,1.117760261,5.986522103,2.146149476
1,STX,ESTX,USVI,PVMT,CARIB,17.703614,-64.66454,10.3632,10.81408209,5.405388462,2,0.03543565,0.007523297,615.1307475,115.9391671,27.77545,1.102061251,4.007921944,1.024009704
9,STX,ESTX,USVI,PVMT,CARIB,17.756401,-64.563652,7.9248,10.81408209,5.405388462,3,0.04120135,0.009924717,663.1263475,144.0571229,27.71751,1.123530596,7.549561879,2.531784643
0,STT,STT,USVI,PVMT,CARIB,18.30032,-65.00356,27.1272,11.33065991,5.824219862,2,0.04267502,0.008136338,864.2282054,110.6401664,27.6727,1.131407972,1.005052261,0.352226484
14,STX,ESTX,USVI,PVMT,CARIB,17.7618,-64.566529,9.2964,10.81408209,5.405388462,3,0.04120135,0.009924717,663.1263475,144.0571229,27.71751,1.123530596,7.549561879,2.531784643
3,STX,ESTX,USVI,PVMT,CARIB,17.770018,-64.665625,7.1628,10.81408209,5.405388462,3,0.03885926,0.008438009,662.5072808,140.3510348,27.6534,1.117760261,5.37258526,2.046818679
1,STX,ESTX,USVI,PVMT,CARIB,17.774536,-64.665667,8.8392,10.81408209,5.405388462,3,0.03885926,0.008438009,662.5072808,140.3510348,27.6534,1.117760261,5.37258526,2.046818679
2,STX,ESTX,USVI,SCR,CARIB,17.74267,-64.585693,10.0584,10.81408209,5.405388462,3,0.0368096,0.008467585,627.7023715,134.4004635,27.76189,1.103333132,6.308207892,2.0046005
